CustomerID,purchase_cnt,item_cnt,recency,user_total,user_average,unique_products,average_interval
14722,1,118,2011-07-15,180,180,1,0
17948,1,144,2011-07-15,359,359,1,0
13967,1,42,2011-07-17,81,81,1,0
17984,1,98,2011-07-17,153,153,1,0
12833,1,154,2011-07-17,404,404,1,0
16054,1,380,2011-07-17,784,784,1,0
14117,1,72,2011-07-19,90,90,1,0
17962,1,127,2011-07-20,102,102,1,0
12521,1,306,2011-07-20,546,546,1,0
17694,1,184,2011-07-21,283,283,1,0
14259,1,68,2011-07-21,120,120,1,0
15623,1,125,2011-07-21,301,301,1,0
17660,1,121,2011-07-21,179,179,1,0
18262,1,182,2011-07-22,149,149,1,0
16305,1,256,2011-07-24,361,361,1,0
12864,1,216,2011-07-24,147,147,1,0
16178,1,94,2011-07-24,198,198,1,0
14100,1,63,2011-07-25,192,192,1,0
13296,1,78,2011-07-25,87,87,1,0
15372,1,2924,2011-07-25,2007,2007,1,0
17040,1,181,2011-07-25,450,450,1,0
16447,1,221,2011-07-27,256,256,1,0
13194,1,26,2011-07-27,61,61,1,0
15261,1,270,2011-07-27,255,255,1,0
15118,1,1440,2011-07-28,245,245,1,0
15639,1,323,2011-07-28,425,425,1,0
12453,1,473,2011-07-28,707,707,1,0
15149,1,128,2011-07-29,521,521,1,0
16147,1,246,2011-07-29,375,375,1,0
14143,1,30,2011-07-29,116,116,1,0
15776,1,138,2011-07-29,242,242,1,0
15942,1,232,2011-07-29,337,337,1,0
15438,1,59,2011-07-31,157,157,1,0
14885,1,724,2011-07-31,765,765,1,0
17941,1,252,2011-08-01,305,305,1,0
12534,1,645,2011-08-01,981,981,1,0
12644,1,325,2011-08-02,478,478,1,0
13075,1,485,2011-08-02,920,920,1,0
14076,1,79,2011-08-02,119,119,1,0
12378,1,2529,2011-08-02,4009,4009,1,0
17887,1,30,2011-08-02,111,111,1,0
17553,1,1048,2011-08-02,1488,1488,1,0
12917,1,120,2011-08-03,594,594,1,0
15374,1,126,2011-08-03,168,168,1,0
17514,1,135,2011-08-03,209,209,1,0
14972,1,28,2011-08-03,115,115,1,0
12750,1,137,2011-08-03,276,276,1,0
15254,1,275,2011-08-04,300,300,1,0
13218,1,88,2011-08-04,63,63,1,0
18099,1,149,2011-08-04,168,168,1,0
13513,1,109,2011-08-05,205,205,1,0
14079,1,301,2011-08-07,375,375,1,0
17331,1,16,2011-08-08,175,175,1,0
15247,1,160,2011-08-09,356,356,1,0
13355,1,314,2011-08-09,675,675,1,0
13307,1,4,2011-08-11,15,15,1,0
13645,1,158,2011-08-11,252,252,1,0
17248,1,213,2011-08-11,319,319,1,0
14406,1,77,2011-08-12,157,157,1,0
17122,1,80,2011-08-12,138,138,1,0
15683,1,131,2011-08-14,194,194,1,0
16272,1,224,2011-08-15,412,412,1,0
13621,1,343,2011-08-15,214,214,1,0
16902,1,629,2011-08-15,1707,1707,1,0
17958,1,84,2011-08-15,508,508,1,0
15480,1,303,2011-08-15,906,906,1,0
16961,1,125,2011-08-15,234,234,1,0
12641,1,71,2011-08-16,146,146,1,0
15541,1,49,2011-08-17,85,85,1,0
17070,1,131,2011-08-17,304,304,1,0
16582,1,164,2011-08-18,314,314,1,0
12688,1,3028,2011-08-18,4874,4874,1,0
13273,1,153,2011-08-18,139,139,1,0
15472,1,251,2011-08-18,372,372,1,0
12729,1,231,2011-08-18,417,417,1,0
12968,1,73,2011-08-19,136,136,1,0
12418,1,407,2011-08-19,669,669,1,0
15396,1,120,2011-08-19,275,275,1,0
14772,1,82,2011-08-19,139,139,1,0
16828,1,58,2011-08-19,114,114,1,0
15313,1,25,2011-08-21,52,52,1,0
14566,1,800,2011-08-21,1432,1432,1,0
14523,1,251,2011-08-23,241,241,1,0
16340,1,486,2011-08-24,534,534,1,0
13411,1,72,2011-08-24,214,214,1,0
16093,1,20,2011-08-25,17,17,1,0
14055,1,216,2011-08-25,726,726,1,0
14196,1,142,2011-08-25,336,336,1,0
18200,1,104,2011-08-25,150,150,1,0
14314,1,296,2011-08-25,120,120,1,0
17844,1,52,2011-08-25,52,52,1,0
12715,1,190,2011-08-25,263,263,1,0
15663,1,106,2011-08-25,138,138,1,0
16429,1,9,2011-08-25,285,285,1,0
15263,1,89,2011-08-25,157,157,1,0
14687,1,470,2011-08-25,628,628,1,0
15074,1,431,2011-08-26,736,736,1,0
16641,1,256,2011-08-26,231,231,1,0
15325,1,231,2011-08-28,162,162,1,0
13778,1,70,2011-08-28,179,179,1,0
15866,1,124,2011-08-30,212,212,1,0
12814,1,48,2011-08-30,86,86,1,0
13099,1,288,2011-09-01,207,207,1,0
12436,1,209,2011-09-01,429,429,1,0
12739,1,485,2011-09-01,976,976,1,0
13045,1,221,2011-09-01,305,305,1,0
14436,1,129,2011-09-02,89,89,1,0
18027,1,78,2011-09-02,115,115,1,0
14171,1,167,2011-09-02,364,364,1,0
16761,1,341,2011-09-04,317,317,1,0
12851,1,106,2011-09-04,132,132,1,0
17309,1,41,2011-09-05,83,83,1,0
15307,1,37,2011-09-05,205,205,1,0
16820,1,307,2011-09-05,498,498,1,0
16400,1,172,2011-09-06,304,304,1,0
14208,1,114,2011-09-06,152,152,1,0
13130,1,32,2011-09-06,64,64,1,0
13210,1,316,2011-09-07,353,353,1,0
15885,1,109,2011-09-07,349,349,1,0
18222,1,335,2011-09-08,443,443,1,0
13889,1,146,2011-09-08,417,417,1,0
13244,1,38,2011-09-08,122,122,1,0
15488,1,73,2011-09-08,91,91,1,0
13441,1,204,2011-09-09,297,297,1,0
15652,1,208,2011-09-09,338,338,1,0
16796,1,186,2011-09-11,306,306,1,0
18215,1,118,2011-09-11,299,299,1,0
12965,1,282,2011-09-11,770,770,1,0
14212,1,1152,2011-09-11,1070,1070,1,0
15035,1,245,2011-09-11,253,253,1,0
18255,1,74,2011-09-11,103,103,1,0
13372,1,158,2011-09-11,329,329,1,0
17919,1,756,2011-09-12,1304,1304,1,0
12884,1,43,2011-09-12,309,309,1,0
16141,1,238,2011-09-12,620,620,1,0
17433,1,185,2011-09-12,303,303,1,0
15216,1,28,2011-09-13,97,97,1,0
15343,1,84,2011-09-13,365,365,1,0
16451,1,120,2011-09-13,267,267,1,0
16959,1,49,2011-09-13,117,117,1,0
14753,1,211,2011-09-13,563,563,1,0
18251,1,7824,2011-09-13,4315,4315,1,0
12756,1,144,2011-09-14,112,112,1,0
13877,1,108,2011-09-14,117,117,1,0
17347,1,216,2011-09-14,229,229,1,0
17640,1,250,2011-09-14,622,622,1,0
14894,1,265,2011-09-15,656,656,1,0
17333,1,375,2011-09-15,494,494,1,0
13518,1,382,2011-09-15,627,627,1,0
15466,1,246,2011-09-15,335,335,1,0
15417,1,284,2011-09-15,509,509,1,0
15099,1,343,2011-09-16,410,410,1,0
15523,1,132,2011-09-16,412,412,1,0
14124,1,1618,2011-09-16,420,420,1,0
15975,1,243,2011-09-16,371,371,1,0
13067,1,32,2011-09-18,115,115,1,0
15947,1,898,2011-09-18,1708,1708,1,0
13774,1,192,2011-09-19,345,345,1,0
13325,1,240,2011-09-19,675,675,1,0
16428,1,-1,2011-09-19,-3,-3,1,0
17628,1,79,2011-09-19,76,76,1,0
12752,1,2262,2011-09-19,4367,4367,1,0
12497,1,1231,2011-09-19,953,953,1,0
13228,1,200,2011-09-19,358,358,1,0
16527,1,106,2011-09-19,228,228,1,0
15504,1,33,2011-09-19,53,53,1,0
16215,1,104,2011-09-20,242,242,1,0
15341,1,812,2011-09-20,2021,2021,1,0
13356,1,325,2011-09-20,768,768,1,0
12390,1,350,2011-09-21,505,505,1,0
16627,1,162,2011-09-21,323,323,1,0
14887,1,1100,2011-09-21,1862,1862,1,0
12550,1,564,2011-09-21,825,825,1,0
14951,1,311,2011-09-21,312,312,1,0
17415,1,114,2011-09-21,508,508,1,0
17475,1,178,2011-09-21,194,194,1,0
16236,1,184,2011-09-22,432,432,1,0
17079,1,24,2011-09-22,119,119,1,0
17172,1,480,2011-09-22,318,318,1,0
12425,1,496,2011-09-22,777,777,1,0
16715,1,642,2011-09-22,302,302,1,0
16213,1,48,2011-09-22,159,159,1,0
15603,1,96,2011-09-22,48,48,1,0
14652,1,53,2011-09-23,114,114,1,0
16978,1,166,2011-09-23,344,344,1,0
13127,1,127,2011-09-23,259,259,1,0
16485,1,235,2011-09-23,364,364,1,0
15978,1,888,2011-09-23,1099,1099,1,0
15075,1,447,2011-09-23,773,773,1,0
15475,1,319,2011-09-23,454,454,1,0
14014,1,1076,2011-09-23,505,505,1,0
15744,1,120,2011-09-23,35,35,1,0
13336,1,559,2011-09-23,795,795,1,0
16480,1,455,2011-09-25,769,769,1,0
13670,1,282,2011-09-25,350,350,1,0
14806,1,330,2011-09-25,193,193,1,0
14757,1,160,2011-09-25,421,421,1,0
17498,1,394,2011-09-25,272,272,1,0
16198,1,128,2011-09-25,401,401,1,0
18066,1,108,2011-09-25,318,318,1,0
16594,1,64,2011-09-25,181,181,1,0
17154,1,490,2011-09-25,329,329,1,0
13927,1,214,2011-09-26,349,349,1,0
13639,1,800,2011-09-26,1033,1033,1,0
13866,1,57,2011-09-26,146,146,1,0
16468,1,31,2011-09-26,75,75,1,0
15243,1,185,2011-09-26,317,317,1,0
15958,1,33,2011-09-26,104,104,1,0
14908,1,132,2011-09-26,278,278,1,0
13390,1,224,2011-09-26,544,544,1,0
17805,1,478,2011-09-27,512,512,1,0
18278,1,66,2011-09-27,174,174,1,0
16181,1,152,2011-09-27,306,306,1,0
13514,1,34,2011-09-27,112,112,1,0
13979,1,639,2011-09-27,870,870,1,0
15348,1,84,2011-09-28,158,158,1,0
16281,1,934,2011-09-28,2062,2062,1,0
17513,1,254,2011-09-28,513,513,1,0
13061,1,107,2011-09-28,249,249,1,0
12718,1,201,2011-09-29,202,202,1,0
13886,1,126,2011-09-29,244,244,1,0
13503,1,248,2011-09-29,217,217,1,0
17427,1,34,2011-09-29,101,101,1,0
16650,1,372,2011-09-29,518,518,1,0
16574,1,416,2011-09-29,451,451,1,0
18192,1,339,2011-09-29,958,958,1,0
15175,1,454,2011-09-29,224,224,1,0
13354,1,604,2011-09-29,744,744,1,0
16404,1,157,2011-09-30,443,443,1,0
15185,1,666,2011-09-30,311,311,1,0
16613,1,293,2011-09-30,619,619,1,0
13095,1,144,2011-09-30,74,74,1,0
15593,1,60,2011-09-30,200,200,1,0
13347,1,204,2011-09-30,291,291,1,0
15774,1,85,2011-10-02,257,257,1,0
16591,1,41,2011-10-02,214,214,1,0
15930,1,139,2011-10-03,427,427,1,0
16183,1,113,2011-10-03,339,339,1,0
13635,1,677,2011-10-03,1071,1071,1,0
15255,1,489,2011-10-04,891,891,1,0
16881,1,600,2011-10-04,432,432,1,0
13351,1,116,2011-10-04,324,324,1,0
13801,1,168,2011-10-04,325,325,1,0
15276,1,61,2011-10-04,129,129,1,0
17957,1,275,2011-10-04,111,111,1,0
15739,1,472,2011-10-04,449,449,1,0
14184,1,127,2011-10-04,453,453,1,0
16106,1,74,2011-10-05,108,108,1,0
17382,1,25,2011-10-05,65,65,1,0
15127,1,251,2011-10-05,407,407,1,0
12789,1,3,2011-10-05,77,77,1,0
14054,1,62,2011-10-05,92,92,1,0
17647,1,30,2011-10-05,133,133,1,0
17222,1,122,2011-10-05,329,329,1,0
13483,1,160,2011-10-05,140,140,1,0
13947,1,44,2011-10-05,91,91,1,0
16803,1,245,2011-10-05,332,332,1,0
16758,1,203,2011-10-05,369,369,1,0
18033,1,252,2011-10-05,94,94,1,0
12923,1,67,2011-10-06,172,172,1,0
15300,1,292,2011-10-06,496,496,1,0
15264,1,265,2011-10-06,394,394,1,0
15837,1,189,2011-10-06,392,392,1,0
15766,1,170,2011-10-06,315,315,1,0
13177,1,91,2011-10-06,282,282,1,0
16432,1,276,2011-10-06,287,287,1,0
13348,1,136,2011-10-06,234,234,1,0
14518,1,278,2011-10-06,174,174,1,0
15937,1,73,2011-10-06,145,145,1,0
14317,1,255,2011-10-06,509,509,1,0
16895,1,91,2011-10-06,202,202,1,0
13845,1,182,2011-10-06,313,313,1,0
13602,1,267,2011-10-06,429,429,1,0
13504,1,178,2011-10-06,296,296,1,0
16454,1,2,2011-10-06,6,6,1,0
13689,1,512,2011-10-07,910,910,1,0
12420,1,345,2011-10-07,600,600,1,0
13876,1,36,2011-10-07,123,123,1,0
12519,1,172,2011-10-07,277,277,1,0
17030,1,146,2011-10-07,147,147,1,0
13806,1,56,2011-10-07,256,256,1,0
13419,1,275,2011-10-07,221,221,1,0
12740,1,342,2011-10-07,428,428,1,0
16104,1,122,2011-10-09,298,298,1,0
16921,1,154,2011-10-09,154,154,1,0
13193,1,46,2011-10-09,112,112,1,0
16595,1,335,2011-10-09,360,360,1,0
18088,1,107,2011-10-09,166,166,1,0
16248,1,78,2011-10-09,153,153,1,0
16380,1,1428,2011-10-09,1743,1743,1,0
13259,1,126,2011-10-09,283,283,1,0
13260,1,142,2011-10-09,558,558,1,0
14801,1,171,2011-10-09,180,180,1,0
18126,1,129,2011-10-10,199,199,1,0
15886,1,147,2011-10-10,181,181,1,0
16776,1,254,2011-10-10,372,372,1,0
13980,1,172,2011-10-10,200,200,1,0
16982,1,182,2011-10-10,384,384,1,0
15553,1,449,2011-10-10,429,429,1,0
18169,1,61,2011-10-10,203,203,1,0
15193,1,144,2011-10-10,499,499,1,0
14027,1,62,2011-10-10,105,105,1,0
16179,1,99,2011-10-10,216,216,1,0
12371,1,582,2011-10-11,1528,1528,1,0
16171,1,24,2011-10-11,73,73,1,0
12772,1,551,2011-10-11,752,752,1,0
17620,1,60,2011-10-11,81,81,1,0
12824,1,232,2011-10-11,397,397,1,0
13690,1,67,2011-10-11,172,172,1,0
14642,1,76,2011-10-12,96,96,1,0
16753,1,189,2011-10-12,224,224,1,0
13464,1,403,2011-10-12,675,675,1,0
12602,1,162,2011-10-12,153,153,1,0
12667,1,391,2011-10-12,460,460,1,0
16793,1,146,2011-10-13,244,244,1,0
17614,1,235,2011-10-13,386,386,1,0
16430,1,103,2011-10-13,301,301,1,0
14537,1,120,2011-10-13,356,356,1,0
16773,1,170,2011-10-13,165,165,1,0
12631,1,232,2011-10-13,481,481,1,0
13858,1,75,2011-10-13,216,216,1,0
17279,1,48,2011-10-13,188,188,1,0
14975,1,380,2011-10-13,280,280,1,0
12446,1,351,2011-10-13,1002,1002,1,0
13006,1,55,2011-10-14,82,82,1,0
16413,1,148,2011-10-14,262,262,1,0
14089,1,133,2011-10-14,159,159,1,0
17986,1,10,2011-10-14,21,21,1,0
15994,1,173,2011-10-16,414,414,1,0
16052,1,282,2011-10-16,362,362,1,0
13878,1,463,2011-10-16,1272,1272,1,0
17244,1,616,2011-10-17,955,955,1,0
17205,1,884,2011-10-17,384,384,1,0
16932,1,82,2011-10-17,150,150,1,0
17785,1,67,2011-10-17,132,132,1,0
16542,1,46,2011-10-17,120,120,1,0
16363,1,52,2011-10-17,109,109,1,0
15335,1,79,2011-10-17,170,170,1,0
18042,1,33,2011-10-17,165,165,1,0
13923,1,185,2011-10-17,351,351,1,0
16412,1,63,2011-10-17,136,136,1,0
17534,1,103,2011-10-17,223,223,1,0
17201,1,231,2011-10-17,290,290,1,0
16563,1,486,2011-10-17,1078,1078,1,0
12475,1,532,2011-10-17,669,669,1,0
17520,1,365,2011-10-17,547,547,1,0
16737,1,288,2011-10-17,418,418,1,0
14830,1,163,2011-10-17,188,188,1,0
17206,1,76,2011-10-17,204,204,1,0
15604,1,159,2011-10-18,216,216,1,0
12611,1,846,2011-10-18,1193,1193,1,0
14015,1,378,2011-10-18,917,917,1,0
15637,1,128,2011-10-18,223,223,1,0
16848,1,182,2011-10-18,281,281,1,0
15678,1,184,2011-10-18,353,353,1,0
13594,1,359,2011-10-18,397,397,1,0
14381,1,146,2011-10-18,203,203,1,0
15327,1,116,2011-10-18,209,209,1,0
14861,1,117,2011-10-18,126,126,1,0
15006,1,285,2011-10-19,475,475,1,0
16826,1,158,2011-10-19,342,342,1,0
17824,1,408,2011-10-19,298,298,1,0
18019,1,7,2011-10-19,38,38,1,0
14799,1,146,2011-10-19,158,158,1,0
15853,1,135,2011-10-19,111,111,1,0
17973,1,176,2011-10-19,337,337,1,0
17148,1,82,2011-10-19,125,125,1,0
15803,1,290,2011-10-19,416,416,1,0
16123,1,170,2011-10-19,308,308,1,0
15610,1,66,2011-10-19,112,112,1,0
16260,1,311,2011-10-20,1035,1035,1,0
13245,1,125,2011-10-20,430,430,1,0
13897,1,200,2011-10-20,311,311,1,0
14585,1,91,2011-10-20,157,157,1,0
17354,1,1006,2011-10-20,1393,1393,1,0
13366,1,144,2011-10-20,56,56,1,0
14923,1,418,2011-10-20,749,749,1,0
14638,1,166,2011-10-20,444,444,1,0
16177,1,95,2011-10-20,332,332,1,0
16846,1,135,2011-10-20,214,214,1,0
17125,1,281,2011-10-20,231,231,1,0
14484,1,210,2011-10-20,322,322,1,0
15286,1,55,2011-10-21,241,241,1,0
15677,1,319,2011-10-21,657,657,1,0
17832,1,208,2011-10-21,155,155,1,0
12403,1,94,2011-10-21,392,392,1,0
15728,1,-34,2011-10-21,-135,-135,1,0
14967,1,140,2011-10-21,464,464,1,0
13974,1,249,2011-10-21,414,414,1,0
15740,1,152,2011-10-21,155,155,1,0
16017,1,102,2011-10-23,212,212,1,0
17111,1,282,2011-10-23,232,232,1,0
17836,1,87,2011-10-23,110,110,1,0
15000,1,218,2011-10-23,491,491,1,0
15844,1,134,2011-10-24,131,131,1,0
13176,1,448,2011-10-24,481,481,1,0
15592,1,354,2011-10-24,389,389,1,0
17344,1,65,2011-10-24,158,158,1,0
18240,1,126,2011-10-24,423,423,1,0
16742,1,-190,2011-10-24,-465,-465,1,0
16491,1,478,2011-10-24,732,732,1,0
14139,1,510,2011-10-24,416,416,1,0
15277,1,205,2011-10-24,256,256,1,0
15142,1,365,2011-10-24,499,499,1,0
15158,1,198,2011-10-25,401,401,1,0
16056,1,345,2011-10-25,651,651,1,0
13182,1,201,2011-10-25,121,121,1,0
12398,1,1389,2011-10-25,1436,1436,1,0
18045,1,138,2011-10-25,178,178,1,0
16708,1,285,2011-10-25,657,657,1,0
17895,1,127,2011-10-26,95,95,1,0
15320,1,326,2011-10-26,267,267,1,0
16071,1,180,2011-10-26,326,326,1,0
12812,1,164,2011-10-26,230,230,1,0
16415,1,178,2011-10-26,200,200,1,0
14598,1,189,2011-10-26,222,222,1,0
16345,1,288,2011-10-26,565,565,1,0
17712,1,215,2011-10-26,523,523,1,0
12448,1,240,2011-10-26,365,365,1,0
14357,1,147,2011-10-27,225,225,1,0
17684,1,145,2011-10-27,239,239,1,0
15659,1,111,2011-10-27,306,306,1,0
16680,1,94,2011-10-27,184,184,1,0
16026,1,243,2011-10-27,236,236,1,0
14752,1,260,2011-10-27,390,390,1,0
17878,1,401,2011-10-27,379,379,1,0
12430,1,116,2011-10-27,216,216,1,0
16847,1,78,2011-10-27,193,193,1,0
14218,1,160,2011-10-28,169,169,1,0
15096,1,120,2011-10-28,219,219,1,0
17839,1,257,2011-10-28,318,318,1,0
14582,1,73,2011-10-30,114,114,1,0
16601,1,130,2011-10-30,242,242,1,0
13278,1,537,2011-10-30,543,543,1,0
15748,1,50,2011-10-30,144,144,1,0
13607,1,288,2011-10-30,676,676,1,0
15385,1,161,2011-10-30,317,317,1,0
14158,1,781,2011-10-30,508,508,1,0
18067,1,189,2011-10-30,396,396,1,0
16190,1,88,2011-10-30,215,215,1,0
12588,1,52,2011-10-31,175,175,1,0
12552,1,85,2011-10-31,318,318,1,0
16127,1,323,2011-10-31,656,656,1,0
15667,1,240,2011-10-31,301,301,1,0
15360,1,223,2011-10-31,428,428,1,0
13651,1,32,2011-10-31,79,79,1,0
12581,1,160,2011-10-31,180,180,1,0
13103,1,82,2011-10-31,244,244,1,0
16971,1,72,2011-11-01,357,357,1,0
14345,1,50,2011-11-01,109,109,1,0
15423,1,101,2011-11-01,44,44,1,0
16830,1,264,2011-11-01,326,326,1,0
14485,1,70,2011-11-01,163,163,1,0
13697,1,177,2011-11-01,151,151,1,0
12491,1,258,2011-11-01,424,424,1,0
14528,1,278,2011-11-02,364,364,1,0
18104,1,362,2011-11-02,755,755,1,0
14974,1,37,2011-11-02,90,90,1,0
15576,1,394,2011-11-02,921,921,1,0
18105,1,46,2011-11-02,113,113,1,0
17947,1,168,2011-11-02,177,177,1,0
16914,1,112,2011-11-03,184,184,1,0
14098,1,104,2011-11-03,147,147,1,0
17403,1,111,2011-11-03,264,264,1,0
13721,1,316,2011-11-03,524,524,1,0
15551,1,218,2011-11-03,436,436,1,0
16337,1,87,2011-11-03,151,151,1,0
13938,1,70,2011-11-04,72,72,1,0
17233,1,131,2011-11-04,191,191,1,0
18022,1,703,2011-11-04,613,613,1,0
17274,1,77,2011-11-04,108,108,1,0
16887,1,156,2011-11-04,192,192,1,0
15010,1,184,2011-11-04,309,309,1,0
16318,1,199,2011-11-04,328,328,1,0
14174,1,94,2011-11-06,134,134,1,0
14039,1,92,2011-11-06,152,152,1,0
15017,1,63,2011-11-06,126,126,1,0
17831,1,12,2011-11-06,35,35,1,0
12357,1,2708,2011-11-06,6208,6208,1,0
15025,1,184,2011-11-06,362,362,1,0
16445,1,111,2011-11-06,231,231,1,0
12638,1,573,2011-11-06,512,512,1,0
13532,1,129,2011-11-06,210,210,1,0
17623,1,265,2011-11-07,527,527,1,0
17761,1,398,2011-11-07,713,713,1,0
15870,1,333,2011-11-07,351,351,1,0
14080,1,48,2011-11-07,46,46,1,0
14929,1,136,2011-11-07,224,224,1,0
17022,1,108,2011-11-08,71,71,1,0
15043,1,300,2011-11-08,537,537,1,0
18216,1,200,2011-11-08,482,482,1,0
13710,1,176,2011-11-08,180,180,1,0
16732,1,317,2011-11-08,604,604,1,0
17219,1,89,2011-11-08,114,114,1,0
15153,1,198,2011-11-08,329,329,1,0
16505,1,576,2011-11-08,778,778,1,0
15957,1,211,2011-11-08,429,429,1,0
15986,1,268,2011-11-09,168,168,1,0
12893,1,90,2011-11-09,177,177,1,0
17011,1,186,2011-11-09,271,271,1,0
15450,1,376,2011-11-09,430,430,1,0
17038,1,28,2011-11-09,112,112,1,0
16751,1,1031,2011-11-09,1765,1765,1,0
16953,1,10,2011-11-09,21,21,1,0
14968,1,127,2011-11-09,148,148,1,0
13992,1,64,2011-11-09,77,77,1,0
16516,1,58,2011-11-09,102,102,1,0
13522,1,44,2011-11-09,126,126,1,0
12532,1,151,2011-11-09,314,314,1,0
12659,1,104,2011-11-10,74,74,1,0
14863,1,132,2011-11-10,267,267,1,0
17197,1,191,2011-11-10,1013,1013,1,0
15463,1,106,2011-11-10,126,126,1,0
17791,1,46,2011-11-10,106,106,1,0
12538,1,191,2011-11-10,364,364,1,0
16903,1,247,2011-11-10,363,363,1,0
17977,1,342,2011-11-10,288,288,1,0
12617,1,210,2011-11-10,353,353,1,0
16025,1,338,2011-11-10,440,440,1,0
17901,1,24,2011-11-10,110,110,1,0
18014,1,65,2011-11-11,154,154,1,0
17052,1,251,2011-11-11,399,399,1,0
15692,1,138,2011-11-11,191,191,1,0
13732,1,498,2011-11-11,492,492,1,0
18209,1,58,2011-11-11,139,139,1,0
16433,1,106,2011-11-11,184,184,1,0
14789,1,116,2011-11-11,198,198,1,0
15557,1,213,2011-11-11,469,469,1,0
14661,1,35,2011-11-13,108,108,1,0
16720,1,180,2011-11-13,153,153,1,0
13603,1,164,2011-11-13,164,164,1,0
13170,1,141,2011-11-13,109,109,1,0
13146,1,154,2011-11-13,229,229,1,0
14382,1,1231,2011-11-13,615,615,1,0
12374,1,339,2011-11-14,623,623,1,0
18082,1,608,2011-11-14,681,681,1,0
14953,1,224,2011-11-14,286,286,1,0
12938,1,140,2011-11-14,114,114,1,0
15168,1,52,2011-11-14,107,107,1,0
17793,1,226,2011-11-14,300,300,1,0
17538,1,134,2011-11-14,98,98,1,0
15458,1,156,2011-11-14,162,162,1,0
16504,1,510,2011-11-14,466,466,1,0
16936,1,171,2011-11-14,262,262,1,0
18117,1,604,2011-11-14,314,314,1,0
16207,1,140,2011-11-14,394,394,1,0
14494,1,92,2011-11-14,140,140,1,0
15758,1,47,2011-11-15,205,205,1,0
14666,1,155,2011-11-15,180,180,1,0
14714,1,229,2011-11-15,160,160,1,0
17510,1,214,2011-11-15,308,308,1,0
12890,1,256,2011-11-15,377,377,1,0
17153,1,104,2011-11-15,214,214,1,0
16423,1,230,2011-11-15,346,346,1,0
18181,1,133,2011-11-15,367,367,1,0
15419,1,230,2011-11-15,136,136,1,0
15524,1,4,2011-11-15,440,440,1,0
15720,1,281,2011-11-15,599,599,1,0
14725,1,588,2011-11-15,656,656,1,0
15556,1,236,2011-11-15,280,280,1,0
15900,1,216,2011-11-16,337,337,1,0
13449,1,222,2011-11-16,292,292,1,0
13926,1,104,2011-11-16,224,224,1,0
17896,1,288,2011-11-16,256,256,1,0
16204,1,218,2011-11-16,384,384,1,0
18006,1,220,2011-11-16,445,445,1,0
17680,1,96,2011-11-16,184,184,1,0
15432,1,65,2011-11-16,171,171,1,0
15269,1,26,2011-11-16,409,409,1,0
14362,1,96,2011-11-17,152,152,1,0
12847,1,873,2011-11-17,844,844,1,0
13828,1,311,2011-11-17,209,209,1,0
17985,1,171,2011-11-17,631,631,1,0
13160,1,56,2011-11-17,92,92,1,0
15435,1,54,2011-11-17,149,149,1,0
12445,1,60,2011-11-17,77,77,1,0
15657,1,24,2011-11-17,30,30,1,0
12391,1,293,2011-11-18,440,440,1,0
17301,1,137,2011-11-18,163,163,1,0
14641,1,90,2011-11-18,110,110,1,0
15368,1,230,2011-11-18,447,447,1,0
17286,1,117,2011-11-18,151,151,1,0
12618,1,95,2011-11-18,137,137,1,0
12603,1,56,2011-11-18,613,613,1,0
17650,1,150,2011-11-18,166,166,1,0
14881,1,316,2011-11-20,255,255,1,0
17561,1,144,2011-11-20,165,165,1,0
16666,1,233,2011-11-20,119,119,1,0
14052,1,89,2011-11-20,225,225,1,0
13142,1,258,2011-11-20,307,307,1,0
16784,1,24,2011-11-20,108,108,1,0
12702,1,52,2011-11-20,201,201,1,0
15988,1,180,2011-11-20,157,157,1,0
13739,1,54,2011-11-21,217,217,1,0
15645,1,255,2011-11-21,612,612,1,0
12349,1,630,2011-11-21,1458,1458,1,0
15567,1,223,2011-11-21,186,186,1,0
16366,1,256,2011-11-21,327,327,1,0
16406,1,116,2011-11-21,154,154,1,0
12984,1,26,2011-11-21,98,98,1,0
15115,1,157,2011-11-21,340,340,1,0
12795,1,64,2011-11-21,318,318,1,0
12658,1,317,2011-11-21,632,632,1,0
15857,1,308,2011-11-21,297,297,1,0
14300,1,32,2011-11-21,43,43,1,0
17253,1,43,2011-11-21,178,178,1,0
17297,1,65,2011-11-22,128,128,1,0
13986,1,430,2011-11-22,320,320,1,0
13403,1,44,2011-11-22,75,75,1,0
17600,1,144,2011-11-22,162,162,1,0
18249,1,128,2011-11-22,95,95,1,0
15699,1,113,2011-11-22,310,310,1,0
14424,1,48,2011-11-22,322,322,1,0
15634,1,99,2011-11-22,244,244,1,0
13322,1,117,2011-11-22,199,199,1,0
12920,1,128,2011-11-22,163,163,1,0
14675,1,336,2011-11-23,596,596,1,0
12452,1,181,2011-11-23,349,349,1,0
14581,1,217,2011-11-23,139,139,1,0
17247,1,105,2011-11-24,280,280,1,0
17767,1,128,2011-11-24,271,271,1,0
14756,1,416,2011-11-24,739,739,1,0
15725,1,221,2011-11-24,415,415,1,0
18184,1,60,2011-11-24,50,50,1,0
17458,1,170,2011-11-24,316,316,1,0
15428,1,102,2011-11-24,94,94,1,0
12784,1,278,2011-11-24,477,477,1,0
16482,1,346,2011-11-24,221,221,1,0
13638,1,93,2011-11-24,123,123,1,0
14966,1,179,2011-11-25,183,183,1,0
